client_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,Customer_Segment,Cluster,Cluster_Name
1203,1,3985,159763.2,4,1,1,411,Recent / New Customers,0,Cluster 0
1204,1,6119,409651.59,4,1,3,413,Recent / New Customers,0,Cluster 0
1207,1,15706,840990.69,4,5,5,455,Champions,2,Cluster 2
1208,1,10157,361384.33,4,3,2,432,Loyal Customers,2,Cluster 2
1209,1,17403,1103194.95,4,5,5,455,Champions,2,Cluster 2
1210,1,8664,376061.92,4,3,2,432,Loyal Customers,0,Cluster 0
1211,1,6110,372828.35,4,1,2,412,Recent / New Customers,0,Cluster 0
1213,1,6725,312400.56,4,2,2,422,Recent / New Customers,0,Cluster 0
1214,1,11293,627966.61,4,4,4,444,Champions,2,Cluster 2
1217,1,6705,533809.04,4,2,4,424,Recent / New Customers,0,Cluster 0
1219,1,9716,720227.37,4,3,5,435,Loyal Customers,2,Cluster 2
1221,1,9533,390956.47,4,3,3,433,Loyal Customers,2,Cluster 2
1222,1,12420,461320.09,4,4,3,443,Loyal Customers,2,Cluster 2
1223,1,695,123716.55,4,1,1,411,Recent / New Customers,0,Cluster 0
1224,1,17977,845663.26,4,5,5,455,Champions,2,Cluster 2
1225,1,14065,645764.5,4,5,4,454,Champions,2,Cluster 2
1226,1,9287,632428.86,4,3,4,434,Loyal Customers,2,Cluster 2
1227,1,11550,446928.73,4,4,3,443,Loyal Customers,2,Cluster 2
1228,1,11685,447730.39,4,4,3,443,Loyal Customers,2,Cluster 2
1229,1,8101,582901.18,4,2,4,424,Recent / New Customers,2,Cluster 2
1234,1,13026,234519.47,4,4,1,441,Loyal Customers,0,Cluster 0
1236,1,10702,306418.65,4,4,2,442,Loyal Customers,0,Cluster 0
1237,1,23455,692589.5,4,5,5,455,Champions,2,Cluster 2
1238,1,10344,1166239.18,4,4,5,445,Champions,2,Cluster 2
1239,1,10586,412231.61,4,4,3,443,Loyal Customers,2,Cluster 2
1240,1,9081,367362.05,4,3,2,432,Loyal Customers,0,Cluster 0
1241,1,13681,1183302.12,4,5,5,455,Champions,2,Cluster 2
1242,1,8428,373484.97,4,3,2,432,Loyal Customers,0,Cluster 0
1243,1,8471,681512.84,4,3,4,434,Loyal Customers,2,Cluster 2
1245,1,10755,398536.27,4,4,3,443,Loyal Customers,2,Cluster 2
1246,1,7694,353723.54,4,2,2,422,Recent / New Customers,0,Cluster 0
1247,1,9187,520173.43,4,3,4,434,Loyal Customers,2,Cluster 2
1248,1,8590,373940.5,4,3,2,432,Loyal Customers,0,Cluster 0
1250,1,12836,390155.32,4,4,3,443,Loyal Customers,2,Cluster 2
1251,1,10829,355679.68,4,4,2,442,Loyal Customers,2,Cluster 2
1253,1,19250,1175587.9,4,5,5,455,Champions,2,Cluster 2
1254,1,7338,244511.83,4,2,1,421,Recent / New Customers,0,Cluster 0
1256,1,18120,668802.74,4,5,4,454,Champions,2,Cluster 2
1257,2,5437,256951.74,1,1,1,111,Lost Customers,0,Cluster 0
1258,1,11432,434133.77,4,4,3,443,Loyal Customers,2,Cluster 2
1259,1,10950,1046526.92,4,4,5,445,Champions,2,Cluster 2
1260,1,3979,140291.64,4,1,1,411,Recent / New Customers,0,Cluster 0
1261,1,7568,489165.64,4,2,3,423,Recent / New Customers,2,Cluster 2
1262,1,10707,219187.72,4,4,1,441,Loyal Customers,0,Cluster 0
1263,1,7201,354442.64,4,2,2,422,Recent / New Customers,0,Cluster 0
1266,1,6588,318826.4,4,2,2,422,Recent / New Customers,0,Cluster 0
1267,1,5259,416278.23,4,1,3,413,Recent / New Customers,0,Cluster 0
1268,1,4097,227037.93,4,1,1,411,Recent / New Customers,0,Cluster 0
1269,1,13492,660637.76,4,5,4,454,Champions,2,Cluster 2
1274,1,15536,965100.18,4,5,5,455,Champions,2,Cluster 2
1276,2,5307,497404.66,1,1,4,114,Lost Customers,0,Cluster 0
1279,1,14623,585505.31,4,5,4,454,Champions,2,Cluster 2
1281,2,4471,179639.47,1,1,1,111,Lost Customers,0,Cluster 0
1282,1,7349,339042.4,4,2,2,422,Recent / New Customers,0,Cluster 0
1283,1,9802,659730.56,4,3,4,434,Loyal Customers,2,Cluster 2
1284,1,7221,496212.57,4,2,4,424,Recent / New Customers,0,Cluster 0
1285,1,9944,798451.75,4,3,5,435,Loyal Customers,2,Cluster 2
1286,1,13699,757129.5,4,5,5,455,Champions,2,Cluster 2
1288,1,10890,537752.68,4,4,4,444,Champions,2,Cluster 2
1289,671,2445,31753.34,1,1,1,111,Lost Customers,1,Cluster 1
1291,1,6686,471978.13,4,2,3,423,Recent / New Customers,0,Cluster 0
1293,1,17202,980330.27,4,5,5,455,Champions,2,Cluster 2
1294,1,9616,694412.81,4,3,5,435,Loyal Customers,2,Cluster 2
1295,1,20175,777175.02,4,5,5,455,Champions,2,Cluster 2
1296,1,21340,606056.19,4,5,4,454,Champions,2,Cluster 2
1298,1,6156,217849.9,4,1,1,411,Recent / New Customers,0,Cluster 0
1299,2,6352,300859.04,1,2,2,122,Lost Customers,0,Cluster 0
1300,1,13037,334870.82,4,4,2,442,Loyal Customers,2,Cluster 2
1301,1,8241,350454.71,4,3,2,432,Loyal Customers,0,Cluster 0
1302,1,10065,591074.05,4,3,4,434,Loyal Customers,2,Cluster 2
1303,6,3740,363679.33,1,1,2,112,Lost Customers,0,Cluster 0
1305,1,8596,393114.91,4,3,3,433,Loyal Customers,0,Cluster 0
1307,1,9112,837756.75,4,3,5,435,Loyal Customers,2,Cluster 2
1313,1,14655,561171.1,4,5,4,454,Champions,2,Cluster 2
1314,1,17391,749170.38,4,5,5,455,Champions,2,Cluster 2
1315,1,12456,308662.19,4,4,2,442,Loyal Customers,2,Cluster 2
1317,1,7243,215258.92,4,2,1,421,Recent / New Customers,0,Cluster 0
1323,1,10450,559761.78,4,4,4,444,Champions,2,Cluster 2
1324,1,8543,606410.95,4,3,4,434,Loyal Customers,2,Cluster 2
1326,1,8269,546116.43,4,3,4,434,Loyal Customers,2,Cluster 2
1330,1,19458,873380.45,4,5,5,455,Champions,2,Cluster 2
1331,1,7359,41149.45,4,2,1,421,Recent / New Customers,0,Cluster 0
1332,1,7401,397787.09,4,2,3,423,Recent / New Customers,0,Cluster 0
1334,1,7185,275115.97,4,2,1,421,Recent / New Customers,0,Cluster 0
1335,1,8239,606303.59,4,3,4,434,Loyal Customers,2,Cluster 2
1341,1,13321,521619.19,4,4,4,444,Champions,2,Cluster 2
1344,1,12319,538809.72,4,4,4,444,Champions,2,Cluster 2
1345,1,10997,536829.05,4,4,4,444,Champions,2,Cluster 2
1347,1,5878,349168.75,4,1,2,412,Recent / New Customers,0,Cluster 0
1348,1,10382,83434.84,4,4,1,441,Loyal Customers,0,Cluster 0
1352,1,5167,286005.47,4,1,2,412,Recent / New Customers,0,Cluster 0
1353,2,5611,320874.36,1,1,2,112,Lost Customers,0,Cluster 0
1356,1,9394,387237.81,4,3,3,433,Loyal Customers,2,Cluster 2
1357,1,14329,372998.31,4,5,2,452,Loyal Customers,2,Cluster 2
1358,1,5196,114747.22,4,1,1,411,Recent / New Customers,0,Cluster 0
1360,1,4313,216909.74,4,1,1,411,Recent / New Customers,0,Cluster 0
1361,1,7804,338476.03,4,2,2,422,Recent / New Customers,0,Cluster 0
1362,1,7024,460676.87,4,2,3,423,Recent / New Customers,0,Cluster 0
1364,3,3466,77622.15,1,1,1,111,Lost Customers,0,Cluster 0
1366,1,6649,300990.66,4,2,2,422,Recent / New Customers,0,Cluster 0
1367,1,8667,279861.18,4,3,1,431,Loyal Customers,0,Cluster 0
1369,1,17598,491540.65,4,5,3,453,Loyal Customers,2,Cluster 2
1370,1,10705,628510.66,4,4,4,444,Champions,2,Cluster 2
1371,1,10681,393289.79,4,4,3,443,Loyal Customers,2,Cluster 2
1376,1,11773,589097.51,4,4,4,444,Champions,2,Cluster 2
1378,1,13026,566000.05,4,4,4,444,Champions,2,Cluster 2
1379,1,18767,715402.46,4,5,5,455,Champions,2,Cluster 2
1381,1,15546,700078.53,4,5,5,455,Champions,2,Cluster 2
1382,1,18368,826105.57,4,5,5,455,Champions,2,Cluster 2
1383,1,12128,737613.59,4,4,5,445,Champions,2,Cluster 2
1384,1,8794,507571.87,4,3,4,434,Loyal Customers,2,Cluster 2
1385,1,13137,1037150.83,4,4,5,445,Champions,2,Cluster 2
1391,1,21276,967579.24,4,5,5,455,Champions,2,Cluster 2
1393,1,11155,480072.43,4,4,3,443,Loyal Customers,2,Cluster 2
1394,1,12194,541473.07,4,4,4,444,Champions,2,Cluster 2
1397,1,8736,372714.56,4,3,2,432,Loyal Customers,0,Cluster 0
1398,1,17477,940940.62,4,5,5,455,Champions,2,Cluster 2
1404,1,4722,252158.45,4,1,1,411,Recent / New Customers,0,Cluster 0
1405,1,11095,658520.66,4,4,4,444,Champions,2,Cluster 2
1406,2,7119,174651.5,1,2,1,121,Lost Customers,0,Cluster 0
1407,1,21924,919647.0,4,5,5,455,Champions,2,Cluster 2
1411,1,11923,667011.55,4,4,4,444,Champions,2,Cluster 2
1412,1,13474,809027.2,4,5,5,455,Champions,2,Cluster 2
1413,1,11958,375077.9,4,4,2,442,Loyal Customers,2,Cluster 2
1416,1,9943,690320.7,4,3,5,435,Loyal Customers,2,Cluster 2
1417,1,7209,510319.02,4,2,4,424,Recent / New Customers,0,Cluster 0
1421,1,3234,218342.3,4,1,1,411,Recent / New Customers,0,Cluster 0
1422,1,9669,398777.92,4,3,3,433,Loyal Customers,2,Cluster 2
1424,1,11842,562407.51,4,4,4,444,Champions,2,Cluster 2
1425,1,12131,475320.83,4,4,3,443,Loyal Customers,2,Cluster 2
1427,1,8096,635160.46,4,2,4,424,Recent / New Customers,2,Cluster 2
1428,1,15455,131521.02,4,5,1,451,Loyal Customers,0,Cluster 0
1429,1,7587,304475.13,4,2,2,422,Recent / New Customers,0,Cluster 0
1430,1,6406,495407.94,4,2,4,424,Recent / New Customers,0,Cluster 0
1432,1,13788,613167.39,4,5,4,454,Champions,2,Cluster 2
1433,1,15200,666433.21,4,5,4,454,Champions,2,Cluster 2
1434,1,3786,220434.11,4,1,1,411,Recent / New Customers,0,Cluster 0
1435,1,17564,829015.61,4,5,5,455,Champions,2,Cluster 2
1437,1,17232,409250.5,4,5,3,453,Loyal Customers,2,Cluster 2
1439,1,9425,171369.4,4,3,1,431,Loyal Customers,0,Cluster 0
1442,1,12526,653113.68,4,4,4,444,Champions,2,Cluster 2
1443,1,12963,674593.32,4,4,4,444,Champions,2,Cluster 2
1444,1,11718,1004232.9,4,4,5,445,Champions,2,Cluster 2
1445,1,13374,321141.24,4,5,2,452,Loyal Customers,2,Cluster 2
1446,1,5571,228552.05,4,1,1,411,Recent / New Customers,0,Cluster 0
1448,1,17588,715730.74,4,5,5,455,Champions,2,Cluster 2
1449,1,9313,352574.7,4,3,2,432,Loyal Customers,0,Cluster 0
1451,1,20644,1060819.78,4,5,5,455,Champions,2,Cluster 2
1453,1,18657,556238.33,4,5,4,454,Champions,2,Cluster 2
1455,1,8207,246502.64,4,3,1,431,Loyal Customers,0,Cluster 0
1456,1,11822,768044.72,4,4,5,445,Champions,2,Cluster 2
1458,1,5362,293112.11,4,1,2,412,Recent / New Customers,0,Cluster 0
1459,1,17771,635540.83,4,5,4,454,Champions,2,Cluster 2
1461,1,12091,352385.46,4,4,2,442,Loyal Customers,2,Cluster 2
1463,1,18954,637373.64,4,5,4,454,Champions,2,Cluster 2
1464,1,9708,736657.23,4,3,5,435,Loyal Customers,2,Cluster 2
1466,1,14753,459447.1,4,5,3,453,Loyal Customers,2,Cluster 2
1467,2,9364,440231.25,1,3,3,133,At-Risk / High Spenders At Risk,2,Cluster 2
1470,3,6252,239782.2,1,2,1,121,Lost Customers,0,Cluster 0
1471,1,7290,338167.33,4,2,2,422,Recent / New Customers,0,Cluster 0
1473,1,6432,300095.03,4,2,2,422,Recent / New Customers,0,Cluster 0
1475,1,19210,591151.35,4,5,4,454,Champions,2,Cluster 2
1477,1,7058,365600.26,4,2,2,422,Recent / New Customers,0,Cluster 0
1478,1,8664,478210.25,4,3,3,433,Loyal Customers,2,Cluster 2
1479,2,5689,250499.76,1,1,1,111,Lost Customers,0,Cluster 0
1482,1,10381,701211.08,4,4,5,445,Champions,2,Cluster 2
1484,1,15190,644335.63,4,5,4,454,Champions,2,Cluster 2
1485,1,12098,492768.12,4,4,4,444,Champions,2,Cluster 2
1486,1,5824,169005.21,4,1,1,411,Recent / New Customers,0,Cluster 0
1487,1,12743,1180349.92,4,4,5,445,Champions,2,Cluster 2
1488,1,9165,340069.98,4,3,2,432,Loyal Customers,0,Cluster 0
1490,1,9449,413985.73,4,3,3,433,Loyal Customers,2,Cluster 2
1492,1,11814,531272.36,4,4,4,444,Champions,2,Cluster 2
1493,1,6903,671082.86,4,2,4,424,Recent / New Customers,2,Cluster 2
1494,1,3648,111169.16,4,1,1,411,Recent / New Customers,0,Cluster 0
1495,1,11620,713634.37,4,4,5,445,Champions,2,Cluster 2
1497,1,9367,456796.15,4,3,3,433,Loyal Customers,2,Cluster 2
1498,1,9282,613616.15,4,3,4,434,Loyal Customers,2,Cluster 2
1499,1,3023,179510.99,4,1,1,411,Recent / New Customers,0,Cluster 0
1500,1,10950,476022.07,4,4,3,443,Loyal Customers,2,Cluster 2
1503,2,6145,291664.91,1,1,2,112,Lost Customers,0,Cluster 0
1504,1,7640,359969.01,4,2,2,422,Recent / New Customers,0,Cluster 0
1507,1,6195,241462.71,4,2,1,421,Recent / New Customers,0,Cluster 0
1508,1,6496,206930.0,4,2,1,421,Recent / New Customers,0,Cluster 0
1509,1,12597,357615.64,4,4,2,442,Loyal Customers,2,Cluster 2
1510,2253,1768,163544.84,1,1,1,111,Lost Customers,1,Cluster 1
1511,1,11448,468140.04,4,4,3,443,Loyal Customers,2,Cluster 2
1512,1,10977,470271.28,4,4,3,443,Loyal Customers,2,Cluster 2
1513,1,12988,733235.29,4,4,5,445,Champions,2,Cluster 2
1514,1,5771,342091.59,4,1,2,412,Recent / New Customers,0,Cluster 0
1515,2,8252,447416.64,1,3,3,133,At-Risk / High Spenders At Risk,0,Cluster 0
1516,1,14686,623883.34,4,5,4,454,Champions,2,Cluster 2
1517,1,9598,567765.56,4,3,4,434,Loyal Customers,2,Cluster 2
1518,1,7360,357440.5,4,2,2,422,Recent / New Customers,0,Cluster 0
1519,2,11525,346220.47,1,4,2,142,At-Risk / High Spenders At Risk,2,Cluster 2
1520,1,13965,821756.79,4,5,5,455,Champions,2,Cluster 2
1521,1,5301,268015.92,4,1,1,411,Recent / New Customers,0,Cluster 0
1523,2,8028,230790.27,1,2,1,121,Lost Customers,0,Cluster 0
1525,1,9670,362724.98,4,3,2,432,Loyal Customers,0,Cluster 0
1526,1,5818,307278.09,4,1,2,412,Recent / New Customers,0,Cluster 0
1527,1,2235,135511.25,4,1,1,411,Recent / New Customers,0,Cluster 0
1529,1,17541,688762.18,4,5,5,455,Champions,2,Cluster 2
1530,3,3991,97307.83,1,1,1,111,Lost Customers,0,Cluster 0
1531,2,7140,227218.16,1,2,1,121,Lost Customers,0,Cluster 0
1533,1,8519,641268.62,4,3,4,434,Loyal Customers,2,Cluster 2
1534,1,19324,1125356.29,4,5,5,455,Champions,2,Cluster 2
1535,2,8815,393964.54,1,3,3,133,At-Risk / High Spenders At Risk,0,Cluster 0
1538,1,12080,504363.82,4,4,4,444,Champions,2,Cluster 2
1540,1,21747,862088.69,4,5,5,455,Champions,2,Cluster 2
1541,1,18190,530019.64,4,5,4,454,Champions,2,Cluster 2
1542,1,5693,213443.86,4,1,1,411,Recent / New Customers,0,Cluster 0
1544,1,8092,493164.46,4,2,4,424,Recent / New Customers,2,Cluster 2
1546,1,6949,360229.13,4,2,2,422,Recent / New Customers,0,Cluster 0
1549,1,5518,435154.76,4,1,3,413,Recent / New Customers,0,Cluster 0
1551,1,13767,1010859.3,4,5,5,455,Champions,2,Cluster 2
1552,1,6666,604479.91,4,2,4,424,Recent / New Customers,2,Cluster 2
1555,1,2190,123645.94,4,1,1,411,Recent / New Customers,0,Cluster 0
1556,1,4553,290736.36,4,1,2,412,Recent / New Customers,0,Cluster 0
1557,1,4417,244980.28,5,1,1,511,Recent / New Customers,0,Cluster 0
1558,1,13273,904564.39,5,4,5,545,Champions,2,Cluster 2
1559,1,27619,1109980.97,5,5,5,555,Champions,2,Cluster 2
1560,4,4998,307729.58,1,1,2,112,Lost Customers,0,Cluster 0
1561,1,8246,589185.38,5,3,4,534,Loyal Customers,2,Cluster 2
1562,1,6377,266197.38,5,2,1,521,Recent / New Customers,0,Cluster 0
1563,1,13497,447086.91,5,5,3,553,Loyal Customers,2,Cluster 2
1564,1,7630,301026.58,5,2,2,522,Recent / New Customers,0,Cluster 0
1567,1,9023,610459.63,5,3,4,534,Loyal Customers,2,Cluster 2
1568,2,9058,580360.85,1,3,4,134,At-Risk / High Spenders At Risk,2,Cluster 2
1569,1,8165,409712.34,5,2,3,523,Recent / New Customers,0,Cluster 0
1571,1,5852,463797.31,5,1,3,513,Recent / New Customers,0,Cluster 0
1576,1,13072,595334.21,5,4,4,544,Champions,2,Cluster 2
1577,2,4771,278173.34,1,1,1,111,Lost Customers,0,Cluster 0
1579,1,8715,327038.64,5,3,2,532,Loyal Customers,0,Cluster 0
1581,1,18773,400420.11,5,5,3,553,Loyal Customers,2,Cluster 2
1582,1,4110,263083.96,5,1,1,511,Recent / New Customers,0,Cluster 0
1583,1,6614,147947.59,5,2,1,521,Recent / New Customers,0,Cluster 0
1584,1,4370,255191.98,5,1,1,511,Recent / New Customers,0,Cluster 0
1585,1,11289,455384.13,5,4,3,543,Loyal Customers,2,Cluster 2
1586,1,10561,662124.7,5,4,4,544,Champions,2,Cluster 2
1587,1,11248,1157502.95,5,4,5,545,Champions,2,Cluster 2
1589,1,2878,145955.23,5,1,1,511,Recent / New Customers,0,Cluster 0
1591,1,21305,685332.95,5,5,5,555,Champions,2,Cluster 2
1594,1,6310,205253.72,5,2,1,521,Recent / New Customers,0,Cluster 0
1596,1,12470,737802.2,5,4,5,545,Champions,2,Cluster 2
1598,1,4309,191548.9,5,1,1,511,Recent / New Customers,0,Cluster 0
1600,1,10170,612142.46,5,3,4,534,Loyal Customers,2,Cluster 2
1602,3,3613,219123.35,1,1,1,111,Lost Customers,0,Cluster 0
1603,1,9512,377933.94,5,3,3,533,Loyal Customers,2,Cluster 2
1604,1,20723,671287.8,5,5,4,554,Champions,2,Cluster 2
1605,1,8423,445447.35,5,3,3,533,Loyal Customers,2,Cluster 2
1606,2,4674,443342.71,1,1,3,113,Lost Customers,0,Cluster 0
1609,1,7531,495267.61,5,2,4,524,Recent / New Customers,2,Cluster 2
1610,1,12268,342430.54,5,4,2,542,Loyal Customers,2,Cluster 2
1613,1,9815,607015.98,5,3,4,534,Loyal Customers,2,Cluster 2
1615,1,6428,362128.93,5,2,2,522,Recent / New Customers,0,Cluster 0
1616,1,10977,758288.56,5,4,5,545,Champions,2,Cluster 2
1617,2223,2943,166930.16,1,1,1,111,Lost Customers,1,Cluster 1
1618,1,11002,531442.65,5,4,4,544,Champions,2,Cluster 2
1619,1,5662,227508.82,5,1,1,511,Recent / New Customers,0,Cluster 0
1621,1,10087,482943.28,5,3,3,533,Loyal Customers,2,Cluster 2
1622,1,10169,639364.11,5,3,4,534,Loyal Customers,2,Cluster 2
1623,1,7917,313934.2,5,2,2,522,Recent / New Customers,0,Cluster 0
1626,1,12552,790187.61,5,4,5,545,Champions,2,Cluster 2
1629,1,14748,467979.61,5,5,3,553,Loyal Customers,2,Cluster 2
1633,1,8897,335664.48,5,3,2,532,Loyal Customers,0,Cluster 0
1634,1,11786,198019.42,5,4,1,541,Loyal Customers,0,Cluster 0
1635,1,9989,342812.66,5,3,2,532,Loyal Customers,0,Cluster 0
1636,1,7677,261860.82,5,2,1,521,Recent / New Customers,0,Cluster 0
1638,1,13228,599076.57,5,4,4,544,Champions,2,Cluster 2
1639,1,11537,1063642.78,5,4,5,545,Champions,2,Cluster 2
1640,1,4015,290431.29,5,1,2,512,Recent / New Customers,0,Cluster 0
1642,1,11578,374834.79,5,4,2,542,Loyal Customers,2,Cluster 2
1644,1,12999,493285.68,5,4,4,544,Champions,2,Cluster 2
1645,1,8639,417498.74,5,3,3,533,Loyal Customers,0,Cluster 0
1646,1,9720,239157.96,5,3,1,531,Loyal Customers,0,Cluster 0
1649,3,2333,81851.8,1,1,1,111,Lost Customers,0,Cluster 0
1652,1,7161,310270.24,5,2,2,522,Recent / New Customers,0,Cluster 0
1656,1,2812,101987.85,5,1,1,511,Recent / New Customers,0,Cluster 0
1659,1,27877,1068992.0,5,5,5,555,Champions,2,Cluster 2
1660,1,7553,240231.66,5,2,1,521,Recent / New Customers,0,Cluster 0
1662,1,15202,1026313.6,5,5,5,555,Champions,2,Cluster 2
1664,1,17651,499535.63,5,5,4,554,Champions,2,Cluster 2
1666,1,12950,360697.06,5,4,2,542,Loyal Customers,2,Cluster 2
1668,1,9814,738731.81,5,3,5,535,Loyal Customers,2,Cluster 2
1669,1,6604,410803.57,5,2,3,523,Recent / New Customers,0,Cluster 0
1670,1,8294,446984.05,5,3,3,533,Loyal Customers,2,Cluster 2
1671,1,7311,321390.78,5,2,2,522,Recent / New Customers,0,Cluster 0
1672,2,5863,82707.65,1,1,1,111,Lost Customers,0,Cluster 0
1674,1,4377,207856.69,5,1,1,511,Recent / New Customers,0,Cluster 0
1675,1,7455,561531.46,5,2,4,524,Recent / New Customers,2,Cluster 2
1676,1,9901,469310.09,5,3,3,533,Loyal Customers,2,Cluster 2
1677,1,10813,530953.91,5,4,4,544,Champions,2,Cluster 2
1678,1,9051,449238.88,5,3,3,533,Loyal Customers,2,Cluster 2
1680,1,1848,89808.52,5,1,1,511,Recent / New Customers,0,Cluster 0
1682,1,8213,384345.84,5,3,3,533,Loyal Customers,0,Cluster 0
1684,1,13483,443779.16,5,5,3,553,Loyal Customers,2,Cluster 2
1685,1,6879,384500.09,5,2,3,523,Recent / New Customers,0,Cluster 0
1687,1,18860,910853.83,5,5,5,555,Champions,2,Cluster 2
1693,1,8891,519906.63,5,3,4,534,Loyal Customers,2,Cluster 2
1694,1,9887,641335.07,5,3,4,534,Loyal Customers,2,Cluster 2
1695,1,5262,479787.18,5,1,3,513,Recent / New Customers,0,Cluster 0
1697,1,9737,317963.98,5,3,2,532,Loyal Customers,0,Cluster 0
1699,1,14650,869046.05,5,5,5,555,Champions,2,Cluster 2
1700,2,7415,241292.75,1,2,1,121,Lost Customers,0,Cluster 0
1702,1,7661,332550.3,5,2,2,522,Recent / New Customers,0,Cluster 0
1703,1,17630,800338.9,5,5,5,555,Champions,2,Cluster 2
1709,1,6048,309604.15,5,1,2,512,Recent / New Customers,0,Cluster 0
1710,1,6465,365697.91,5,2,2,522,Recent / New Customers,0,Cluster 0
1712,1,16533,656725.61,5,5,4,554,Champions,2,Cluster 2
1717,1,19416,1056918.71,5,5,5,555,Champions,2,Cluster 2
1718,1,25519,905195.68,5,5,5,555,Champions,2,Cluster 2
1719,1,9785,371161.0,5,3,2,532,Loyal Customers,2,Cluster 2
1720,1,7891,657094.7,5,2,4,524,Recent / New Customers,2,Cluster 2
1723,1,6730,301559.78,5,2,2,522,Recent / New Customers,0,Cluster 0
1725,1,10504,561432.08,5,4,4,544,Champions,2,Cluster 2
1728,2,4865,343888.38,1,1,2,112,Lost Customers,0,Cluster 0
1730,1,10291,275522.71,5,3,1,531,Loyal Customers,0,Cluster 0
1731,1,3628,244217.74,5,1,1,511,Recent / New Customers,0,Cluster 0
1733,1,8694,444678.58,5,3,3,533,Loyal Customers,2,Cluster 2
1735,1,8130,288043.77,5,2,2,522,Recent / New Customers,0,Cluster 0
1736,1,21653,856773.72,5,5,5,555,Champions,2,Cluster 2
1737,1,9984,310228.03,5,3,2,532,Loyal Customers,0,Cluster 0
1740,1,2240,108622.91,5,1,1,511,Recent / New Customers,0,Cluster 0
1741,1,8303,564079.07,5,3,4,534,Loyal Customers,2,Cluster 2
1742,1,9391,409318.22,5,3,3,533,Loyal Customers,2,Cluster 2
1744,1,4174,189192.69,5,1,1,511,Recent / New Customers,0,Cluster 0
1746,1,5332,493486.24,5,1,4,514,Recent / New Customers,0,Cluster 0
1749,2,3232,186262.76,1,1,1,111,Lost Customers,0,Cluster 0
1750,1,10174,788200.12,5,3,5,535,Loyal Customers,2,Cluster 2
1752,1,13473,627505.13,5,5,4,554,Champions,2,Cluster 2
1753,1,7394,416273.16,5,2,3,523,Recent / New Customers,0,Cluster 0
1755,1,14858,457481.86,5,5,3,553,Loyal Customers,2,Cluster 2
1756,1,6640,550779.03,5,2,4,524,Recent / New Customers,0,Cluster 0
1757,1,8583,334841.58,5,3,2,532,Loyal Customers,0,Cluster 0
1758,1,14913,380081.32,5,5,3,553,Loyal Customers,2,Cluster 2
1759,1,17591,627001.28,5,5,4,554,Champions,2,Cluster 2
1762,1,3635,201571.12,5,1,1,511,Recent / New Customers,0,Cluster 0
1763,1,9114,379255.41,5,3,3,533,Loyal Customers,0,Cluster 0
1764,1,5831,318607.55,5,1,2,512,Recent / New Customers,0,Cluster 0
1765,1,8632,543554.72,5,3,4,534,Loyal Customers,2,Cluster 2
1766,1,4048,177824.36,5,1,1,511,Recent / New Customers,0,Cluster 0
1769,1,15859,508942.18,5,5,4,554,Champions,2,Cluster 2
1770,1,8406,313107.34,5,3,2,532,Loyal Customers,0,Cluster 0
1771,1,12846,551057.58,5,4,4,544,Champions,2,Cluster 2
1772,1,16904,702268.49,5,5,5,555,Champions,2,Cluster 2
1774,1,9961,485677.41,5,3,3,533,Loyal Customers,2,Cluster 2
1775,1,13011,695651.77,5,4,5,545,Champions,2,Cluster 2
1777,1,15609,682359.6,5,5,4,554,Champions,2,Cluster 2
1779,1,10817,366563.43,5,4,2,542,Loyal Customers,2,Cluster 2
1781,1,6172,247673.87,5,2,1,521,Recent / New Customers,0,Cluster 0
1782,1,6509,304033.64,5,2,2,522,Recent / New Customers,0,Cluster 0
1783,1,11191,339754.28,5,4,2,542,Loyal Customers,2,Cluster 2
1785,1,5327,243145.96,5,1,1,511,Recent / New Customers,0,Cluster 0
1786,1,17222,409056.76,5,5,3,553,Loyal Customers,2,Cluster 2
1787,1,13743,756400.88,5,5,5,555,Champions,2,Cluster 2
1788,1,12555,413425.29,5,4,3,543,Loyal Customers,2,Cluster 2
1789,1,9635,462670.31,5,3,3,533,Loyal Customers,2,Cluster 2
1791,1,6418,339990.57,5,2,2,522,Recent / New Customers,0,Cluster 0
1793,1,3508,142241.73,5,1,1,511,Recent / New Customers,0,Cluster 0
1794,1,8611,555047.52,5,3,4,534,Loyal Customers,2,Cluster 2
1799,1,17429,787869.14,5,5,5,555,Champions,2,Cluster 2
1805,1,8362,236061.59,5,3,1,531,Loyal Customers,0,Cluster 0
1807,1,19270,984347.6,5,5,5,555,Champions,2,Cluster 2
1808,1,6965,299466.87,5,2,2,522,Recent / New Customers,0,Cluster 0
1809,1,17096,727287.22,5,5,5,555,Champions,2,Cluster 2
1810,1,7465,382034.05,5,2,3,523,Recent / New Customers,0,Cluster 0
1812,1,11233,1023160.08,5,4,5,545,Champions,2,Cluster 2
1813,1,10759,736351.11,5,4,5,545,Champions,2,Cluster 2
1815,1,9487,502660.76,5,3,4,534,Loyal Customers,2,Cluster 2
1816,1,6365,295246.57,5,2,2,522,Recent / New Customers,0,Cluster 0
1817,1,16885,1100614.69,5,5,5,555,Champions,2,Cluster 2
1818,1,18079,952452.33,5,5,5,555,Champions,2,Cluster 2
1820,1,3741,240633.18,5,1,1,511,Recent / New Customers,0,Cluster 0
1823,1,8573,731437.4,5,3,5,535,Loyal Customers,2,Cluster 2
